Product ID,Variant ID,Product Name (Required),SKU (Required),Variant Name (Required),Option 1 Label,Option 2 Label,Option 3 Label,Option 1 Value,Option 2 Value,Option 3 Value,Product Type,"Barcode (UPC, GTIN, etc)",Minimum Order Quantity,Product Description,Wholesale Price,Retail Price,Online Ordering
46991310,98824488,Faire Exclusive,SG-SCC-DC,District of Columbia,Variant,Design,,Cutout Coaster,District of Columbia,,Back Catalog,816265022028,12,<br>,14.0,29.95,false
46991310,98824873,Faire Exclusive,SG-SNO-HI-B,Hawaii / Brass,Variant,Design,,State Name Bottle Opener,Hawaii,,Back Catalog,816265023193,12,<br>,17.0,34.95,false
46991310,98824487,Faire Exclusive,SG-SCC-DE,Delaware,Variant,Design,,Cutout Coaster,Delaware,,Back Catalog,816265021533,12,<br>,14.0,29.95,false
46991310,98824878,Faire Exclusive,SG-SNO-KS-B,Kansas / Brass,Variant,Design,,State Name Bottle Opener,Kansas,,Back Catalog,816265023261,12,<br>,17.0,34.95,false
46991310,98824486,Faire Exclusive,SG-SCC-CT,Connecticut,Variant,Design,,Cutout Coaster,Connecticut,,Back Catalog,816265021151,12,<br>,14.0,29.95,false
46991310,98824884,Faire Exclusive,SG-SNO-MI-B,Michigan / Brass,Variant,Design,,State Name Bottle Opener,Michigan,,Back Catalog,816265023407,12,<br>,17.0,34.95,false
46991310,98824485,Faire Exclusive,SG-SCC-CO,Colorado,Variant,Design,,Cutout Coaster,Colorado,,Back Catalog,816265021519,12,<br>,14.0,29.95,false
46991310,98824870,Faire Exclusive,SG-SNO-DC-B,District of Columbia / Brass,Variant,Design,,State Name Bottle Opener,Distric of Columbia,,Back Catalog,816265023896,12,<br>,17.0,34.95,false
46991310,98824484,Faire Exclusive,SG-SCC-CA,California,Variant,Design,,Cutout Coaster,California,,Back Catalog,816265021502,12,<br>,14.0,29.95,false
46991310,98824880,Faire Exclusive,SG-SNO-LA-B,Louisiana / Brass,Variant,Design,,State Name Bottle Opener,Louisiana,,Back Catalog,816265023292,12,<br>,17.0,34.95,false
46991310,98824483,Faire Exclusive,SG-SCC-AR,Arkansas,Variant,Design,,Cutout Coaster,Arkansas,,Back Catalog,816265021199,12,<br>,14.0,29.95,false
46991310,98824887,Faire Exclusive,SG-SNO-MO-B,Missouri / Brass,Variant,Design,,State Name Bottle Opener,Missouri,,Back Catalog,816265023452,12,<br>,17.0,34.95,false
46991310,98824482,Faire Exclusive,SG-SCC-AZ,Arizona,Variant,Design,,Cutout Coaster,Arizona,,Back Catalog,816265021489,12,<br>,14.0,29.95,false
46991310,98824481,Faire Exclusive,SG-SCC-AK,Alaska,Variant,Design,,Cutout Coaster,Alaska,,Back Catalog,816265021472,12,<br>,14.0,29.95,false
46991310,98824874,Faire Exclusive,SG-SNO-ID-B,Idaho / Brass,Variant,Design,,State Name Bottle Opener,Idaho,,Back Catalog,816265023209,12,<br>,17.0,34.95,false
